protocol,latency,varying,rate-limit,packet-loss,object-count,object-size,page-load-time
tcp,0,latency,10.0,0.0,0,100,292.885999995633
tcp,0,latency,10.0,0.0,0,100,278.729999990901
tcp,0,latency,10.0,0.0,0,100,280.345999999554
tcp,0,latency,10.0,0.0,0,100,283.557000002475
tcp,0,latency,10.0,0.0,0,100,301.191000005929
tcp,0,latency,10.0,0.0,0,100,288.102000005893
tcp,0,latency,10.0,0.0,0,100,288.338000013027
tcp,0,latency,10.0,0.0,0,100,299.845000001369
tcp,0,latency,10.0,0.0,0,100,287.530000001425
tcp,0,latency,10.0,0.0,0,100,281.659999993281
tcp,0,latency,10.0,0.0,0,100,286.178000009386
tcp,0,latency,10.0,0.0,0,100,294.163999991724
tcp,0,latency,10.0,0.0,0,100,279.867999997805
tcp,0,latency,10.0,0.0,0,100,283.513000002131
tcp,0,latency,10.0,0.0,0,100,296.029000004637
tcp,0,latency,10.0,0.0,0,100,296.327000003657
tcp,0,latency,10.0,0.0,0,100,284.767000004649
tcp,0,latency,10.0,0.0,0,100,272.066000004998
tcp,0,latency,10.0,0.0,0,100,292.295000006561
tcp,0,latency,10.0,0.0,0,100,285.814000002574
tcp,0,latency,10.0,0.0,0,100,284.96499999892
tcp,0,latency,10.0,0.0,0,100,278.663000004599
tcp,0,latency,10.0,0.0,0,100,289.122999995016
tcp,0,latency,10.0,0.0,0,100,284.110000007786
tcp,0,latency,10.0,0.0,0,100,305.423999991035
tcp,0,latency,10.0,0.0,0,100,304.841999997734
tcp,0,latency,10.0,0.0,0,100,284.805000002962
tcp,0,latency,10.0,0.0,0,100,293.976000000839
tcp,0,latency,10.0,0.0,0,100,290.804999996908
tcp,0,latency,10.0,0.0,0,100,280.952999994042
tcp,0,latency,10.0,0.0,0,100,290.315000005648
tcp,0,latency,10.0,0.0,0,100,286.168000006001
tcp,0,latency,10.0,0.0,0,100,281.682999993791
tcp,0,latency,10.0,0.0,0,100,273.346000001766
tcp,0,latency,10.0,0.0,0,100,276.545999993687
tcp,0,latency,10.0,0.0,0,100,294.569999998203
tcp,0,latency,10.0,0.0,0,100,270.594000001438
tcp,0,latency,10.0,0.0,0,100,289.976000000024
tcp,0,latency,10.0,0.0,0,100,291.077000001678
tcp,0,latency,10.0,0.0,0,100,284.646000000066
tcp,0,latency,10.0,0.0,0,100,290.361999999732
tcp,0,latency,10.0,0.0,0,100,293.581999998423
tcp,0,latency,10.0,0.0,0,100,283.46700000111
tcp,0,latency,10.0,0.0,0,100,292.130999994697
tcp,0,latency,10.0,0.0,0,100,285.906999997678
tcp,0,latency,10.0,0.0,0,100,279.394000011962
tcp,0,latency,10.0,0.0,0,100,296.510999993188
tcp,50,latency,10.0,0.0,0,100,586.863999997149
tcp,50,latency,10.0,0.0,0,100,585.256999998819
tcp,50,latency,10.0,0.0,0,100,579.871000009007
tcp,50,latency,10.0,0.0,0,100,584.667999995872
tcp,50,latency,10.0,0.0,0,100,573.220999998739
tcp,50,latency,10.0,0.0,0,100,593.045999994502
tcp,50,latency,10.0,0.0,0,100,575.548999986495
tcp,50,latency,10.0,0.0,0,100,579.188000003342
tcp,50,latency,10.0,0.0,0,100,584.627999996883
tcp,50,latency,10.0,0.0,0,100,580.179000011412
tcp,50,latency,10.0,0.0,0,100,599.044000002323
tcp,50,latency,10.0,0.0,0,100,583.637999996427
tcp,50,latency,10.0,0.0,0,100,581.867999993847
tcp,50,latency,10.0,0.0,0,100,573.909999991884
tcp,50,latency,10.0,0.0,0,100,587.664999999106
tcp,50,latency,10.0,0.0,0,100,589.529000004404
tcp,50,latency,10.0,0.0,0,100,569.958000007318
tcp,50,latency,10.0,0.0,0,100,594.230000002426
tcp,50,latency,10.0,0.0,0,100,580.784999998286
tcp,50,latency,10.0,0.0,0,100,589.761000010185
tcp,50,latency,10.0,0.0,0,100,585.315000003902
tcp,50,latency,10.0,0.0,0,100,579.16199999454
tcp,50,latency,10.0,0.0,0,100,567.762999999104
tcp,50,latency,10.0,0.0,0,100,583.527999988291
tcp,50,latency,10.0,0.0,0,100,577.498999991803
tcp,50,latency,10.0,0.0,0,100,594.043999997666
tcp,50,latency,10.0,0.0,0,100,598.788000002969
tcp,50,latency,10.0,0.0,0,100,596.646999998484
tcp,50,latency,10.0,0.0,0,100,579.894000009517
tcp,50,latency,10.0,0.0,0,100,571.490000002086
tcp,50,latency,10.0,0.0,0,100,598.460000008345
tcp,50,latency,10.0,0.0,0,100,599.371000003885
tcp,50,latency,10.0,0.0,0,100,588.113000005251
tcp,50,latency,10.0,0.0,0,100,585.754999992787
tcp,50,latency,10.0,0.0,0,100,583.05199998722
tcp,50,latency,10.0,0.0,0,100,593.395000003511
tcp,50,latency,10.0,0.0,0,100,584.572000007029
tcp,50,latency,10.0,0.0,0,100,582.133000003523
tcp,50,latency,10.0,0.0,0,100,585.781000001589
tcp,50,latency,10.0,0.0,0,100,573.294999994687
tcp,50,latency,10.0,0.0,0,100,589.204999996582
tcp,50,latency,10.0,0.0,0,100,584.388999996008
tcp,50,latency,10.0,0.0,0,100,599.47000000102
tcp,50,latency,10.0,0.0,0,100,594.842000005883
tcp,50,latency,10.0,0.0,0,100,583.569000009447
tcp,50,latency,10.0,0.0,0,100,593.064999993658
tcp,50,latency,10.0,0.0,0,100,573.029999999562
tcp,50,latency,10.0,0.0,0,100,575.157999992371
tcp,50,latency,10.0,0.0,0,100,571.34799999767
tcp,50,latency,10.0,0.0,0,100,586.428000009619
tcp,50,latency,10.0,0.0,0,100,601.634000006015
tcp,50,latency,10.0,0.0,0,100,585.418000002392
tcp,50,latency,10.0,0.0,0,100,580.017000000225
tcp,50,latency,10.0,0.0,0,100,592.729000010877
tcp,50,latency,10.0,0.0,0,100,597.827000005054
tcp,50,latency,10.0,0.0,0,100,703.433000002406
tcp,50,latency,10.0,0.0,0,100,594.232999996166
tcp,50,latency,10.0,0.0,0,100,579.257999997935
tcp,50,latency,10.0,0.0,0,100,596.183000001474
tcp,50,latency,10.0,0.0,0,100,587.700000003679
tcp,50,latency,10.0,0.0,0,100,605.48500000732
tcp,50,latency,10.0,0.0,0,100,602.042999991681
tcp,50,latency,10.0,0.0,0,100,605.121000000509
tcp,50,latency,10.0,0.0,0,100,575.478999991901
tcp,50,latency,10.0,0.0,0,100,607.417000006535
tcp,50,latency,10.0,0.0,0,100,583.95999998902
tcp,50,latency,10.0,0.0,0,100,607.729000010295
tcp,50,latency,10.0,0.0,0,100,587.55999999994
tcp,50,latency,10.0,0.0,0,100,587.07300000242
tcp,50,latency,10.0,0.0,0,100,584.136999998009
tcp,50,latency,10.0,0.0,0,100,599.178999997093
tcp,50,latency,10.0,0.0,0,100,588.248000000021
tcp,50,latency,10.0,0.0,0,100,582.288999998127
tcp,50,latency,10.0,0.0,0,100,607.921999995597
tcp,50,latency,10.0,0.0,0,100,603.822999997647
tcp,50,latency,10.0,0.0,0,100,593.424999999115
tcp,50,latency,10.0,0.0,0,100,572.685999999521
tcp,50,latency,10.0,0.0,0,100,584.885999996914
tcp,50,latency,10.0,0.0,0,100,577.133000013419
tcp,50,latency,10.0,0.0,0,100,589.672000001883
tcp,50,latency,10.0,0.0,0,100,588.426999995136
tcp,50,latency,10.0,0.0,0,100,586.78699999291
tcp,50,latency,10.0,0.0,0,100,593.678999997792
tcp,50,latency,10.0,0.0,0,100,581.956999987597
tcp,50,latency,10.0,0.0,0,100,589.835000006133
tcp,50,latency,10.0,0.0,0,100,576.006999996025
tcp,50,latency,10.0,0.0,0,100,598.213999997824
tcp,50,latency,10.0,0.0,0,100,595.014999998966
tcp,50,latency,10.0,0.0,0,100,583.118999988074
tcp,50,latency,10.0,0.0,0,100,591.994999995222
tcp,50,latency,10.0,0.0,0,100,598.750000004657
tcp,50,latency,10.0,0.0,0,100,594.142999994801
tcp,50,latency,10.0,0.0,0,100,587.732999993023
tcp,50,latency,10.0,0.0,0,100,599.369000003208
tcp,50,latency,10.0,0.0,0,100,582.426000008127
tcp,50,latency,10.0,0.0,0,100,588.184000007459
tcp,50,latency,10.0,0.0,0,100,579.180999993696
tcp,50,latency,10.0,0.0,0,100,587.942000012845
tcp,50,latency,10.0,0.0,0,100,585.298999998486
tcp,50,latency,10.0,0.0,0,100,586.470000009285
